ID_Cliente,Ubicacion,Tipo_Propiedad,Estrato,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos,Fraude
9314,Ciudad A,Comercial,2,617,3060,2633,1550,1872,1248,86,428,369,217,262,175,1,1,1,Si
9315,Ciudad C,Residencial,2,1063,1626,1031,3208,1254,609,149,228,144,449,176,85,2,1,2,Si
9316,Ciudad B,Residencial,3,588,977,1272,2916,999,3799,82,137,178,408,140,532,1,1,1,No
9317,Ciudad A,Comercial,1,1493,794,3700,1444,3946,784,209,111,518,202,552,110,3,0,3,Si
9318,Ciudad C,Residencial,4,2049,3744,2604,3279,2995,3243,287,524,365,459,419,454,0,1,0,No
9319,Ciudad A,Comercial,3,2415,638,2000,2148,1421,1997,338,89,280,301,199,280,1,1,0,No
9320,Ciudad A,Residencial,1,1946,3042,995,3729,2592,2657,272,426,139,522,363,372,3,0,1,Si
9321,Ciudad A,Residencial,4,1326,1996,1951,1621,541,1161,186,279,273,227,76,163,0,0,1,No
9322,Ciudad A,Comercial,2,2316,1749,3746,3498,2592,3151,324,245,524,490,363,441,3,2,0,Si
9323,Ciudad B,Residencial,4,2053,1578,897,568,1254,2106,287,221,126,80,176,295,1,1,1,No
9324,Ciudad A,Residencial,1,3727,2077,3229,789,1997,2653,522,291,452,110,280,371,1,0,0,Si
9325,Ciudad C,Residencial,1,1179,1721,925,1062,718,1307,165,241,130,149,101,183,0,0,0,Si
9326,Ciudad B,Comercial,3,640,3325,636,2579,3943,3532,90,466,89,361,552,494,1,0,0,No
9327,Ciudad A,Residencial,2,2830,2863,1488,1553,2561,3613,396,401,208,217,359,506,3,0,0,Si
9328,Ciudad C,Residencial,3,3696,2099,1875,3462,2754,1052,517,294,263,485,386,147,1,0,0,No
9329,Ciudad B,Comercial,4,1659,915,2657,3200,3357,3557,232,128,372,448,470,498,1,0,0,No
9330,Ciudad A,Residencial,2,1642,2854,2163,1733,1887,3613,230,400,303,243,264,506,0,0,2,Si
9331,Ciudad C,Comercial,3,3850,1885,1862,3402,2025,2206,539,264,261,476,284,309,0,0,0,No
9332,Ciudad A,Residencial,2,1755,1341,1870,725,3006,3897,246,188,262,102,421,546,1,1,1,Si
9333,Ciudad A,Residencial,3,1912,2440,3220,3187,3176,2488,268,342,451,446,445,348,1,1,0,No
9334,Ciudad A,Comercial,2,3817,851,636,1577,3049,2770,534,119,89,221,427,388,3,2,1,Si
9335,Ciudad A,Residencial,2,2355,671,979,2024,3304,685,330,94,137,283,463,96,2,0,3,Si
9336,Ciudad B,Residencial,3,3511,1212,2573,3394,1240,2152,492,170,360,475,174,301,1,0,0,No
9337,Ciudad A,Residencial,2,704,2566,1617,3935,1156,1354,99,359,226,551,162,190,3,2,2,Si
9338,Ciudad C,Comercial,3,815,3493,2710,1769,3526,2853,114,489,379,248,494,399,1,0,0,No
9339,Ciudad B,Residencial,3,1641,565,3727,3495,650,3237,230,79,522,489,91,453,0,1,0,No
9340,Ciudad A,Residencial,1,2764,3384,3080,3612,1712,1930,387,474,431,506,240,270,4,2,3,Si
9341,Ciudad C,Comercial,4,1961,726,2070,3745,2234,1059,275,102,290,524,313,148,1,0,0,No
9342,Ciudad B,Residencial,2,2240,2585,1739,2453,2667,1634,314,362,243,343,373,229,4,1,3,Si
9343,Ciudad A,Comercial,4,1689,2417,3322,661,2477,2170,236,338,465,93,347,304,1,0,1,No
9344,Ciudad C,Residencial,1,762,2089,2553,2031,1794,1637,107,292,357,284,251,229,1,1,1,Si
9345,Ciudad A,Residencial,2,2692,1057,2122,2650,3254,1377,377,148,297,371,456,193,2,1,3,Si
9346,Ciudad A,Comercial,2,3072,1593,3065,3355,1643,603,430,223,429,470,230,84,1,0,0,No
9347,Ciudad A,Residencial,2,2175,1207,1670,3943,633,611,305,169,234,552,89,86,3,2,3,Si
9348,Ciudad A,Residencial,2,2354,1053,2384,1629,1140,639,330,147,334,228,160,89,1,0,0,No
9349,Ciudad B,Residencial,3,2762,2686,1813,3999,1289,3256,387,376,254,560,180,456,1,1,1,No
9350,Ciudad A,Comercial,3,3546,1272,1295,2610,2530,1486,496,178,181,365,354,208,1,2,1,No
9351,Ciudad C,Residencial,2,870,3360,899,2779,675,2549,122,470,126,389,95,357,0,1,0,No
9352,Ciudad B,Residencial,3,3415,3334,1937,3773,1993,3741,478,467,271,528,279,524,3,2,1,No
9353,Ciudad A,Comercial,2,3566,1773,2910,1981,2452,1597,499,248,407,277,343,224,1,0,1,No
9354,Ciudad C,Residencial,1,3749,1574,3921,1934,2234,875,525,220,549,271,313,123,1,2,0,Si
9355,Ciudad B,Comercial,2,2139,709,3331,3818,1850,1816,299,99,466,535,259,254,3,3,1,Si
9356,Ciudad A,Residencial,2,1426,3588,2517,1574,1375,3248,200,502,352,220,193,455,0,1,1,No
9357,Ciudad C,Residencial,1,3808,1384,3674,2838,611,2192,533,194,514,397,86,307,1,3,2,Si
9358,Ciudad A,Comercial,4,3363,3190,1298,1421,2730,1057,471,447,182,199,382,148,1,0,1,No
9359,Ciudad A,Residencial,2,1207,2692,3654,1954,709,3300,169,377,512,274,99,462,0,1,1,No
9360,Ciudad A,Residencial,2,1344,3885,2431,1045,697,3890,188,544,340,146,98,545,3,2,3,Si
9361,Ciudad A,Residencial,4,2079,1918,1434,1815,697,826,291,269,201,254,98,116,0,0,1,No
9362,Ciudad B,Comercial,2,831,1506,1542,2463,3556,3967,116,211,216,345,498,555,2,2,1,Si
9363,Ciudad A,Residencial,4,1123,963,3913,3882,2139,1103,157,135,548,543,299,154,1,1,0,No
9364,Ciudad C,Residencial,1,3375,813,3876,3772,2004,1081,473,114,543,528,281,151,0,1,1,Si
9365,Ciudad B,Comercial,1,1399,3588,3416,3422,1093,1391,196,502,478,479,153,195,2,3,3,Si
9366,Ciudad A,Residencial,3,3026,1682,2179,713,2593,836,424,235,305,100,363,117,0,0,1,No
9367,Ciudad C,Comercial,2,3317,1382,3664,1207,1858,1338,464,193,513,169,260,187,2,2,0,Si
9368,Ciudad B,Residencial,4,1012,3911,1085,1460,2573,2206,142,548,152,204,360,309,1,1,1,No
9369,Ciudad A,Residencial,2,1326,3546,3374,2702,1247,2178,186,496,472,378,175,305,1,0,1,No
9370,Ciudad C,Comercial,3,1517,1649,1205,1650,2710,2838,212,231,169,231,379,397,4,1,0,No
9371,Ciudad A,Residencial,2,1391,3431,2483,1706,1558,3685,195,480,348,239,218,516,1,1,0,No
9372,Ciudad A,Residencial,1,1508,1020,1427,1109,3246,2317,211,143,200,155,454,324,2,3,2,Si
9373,Ciudad A,Residencial,3,1995,2511,2992,2796,3251,996,279,352,419,391,455,139,0,1,1,No
9374,Ciudad A,Comercial,2,1680,1975,3374,2785,1012,2495,235,277,472,390,142,349,2,3,3,Si
9375,Ciudad B,Residencial,3,3886,1477,1327,2465,728,896,544,207,186,345,102,125,3,1,3,No
9376,Ciudad A,Residencial,2,3160,574,542,660,3285,1530,442,80,76,92,460,214,1,1,1,No
9377,Ciudad C,Comercial,3,1317,1979,1987,522,3258,3354,184,277,278,73,456,470,4,2,3,No
9378,Ciudad B,Residencial,4,3624,532,3712,2014,1764,3686,507,74,520,282,247,516,1,1,0,No
9379,Ciudad A,Comercial,2,2328,756,2511,3156,889,1730,326,106,352,442,124,242,0,0,1,No
9380,Ciudad C,Residencial,3,1441,3164,3652,2144,2928,863,202,443,511,300,410,121,3,2,2,No
9381,Ciudad B,Residencial,3,3620,1412,892,893,2974,3882,507,198,125,125,416,543,0,1,0,No
9382,Ciudad A,Comercial,1,3269,2962,984,1934,2238,1097,458,415,138,271,313,154,3,1,3,Si
9383,Ciudad C,Residencial,4,3865,2452,2308,3866,2158,1291,541,343,323,541,302,181,0,1,0,No
9384,Ciudad A,Residencial,1,1782,3382,2535,1297,2271,1987,249,473,355,182,318,278,1,3,0,Si
9385,Ciudad A,Residencial,2,1378,2522,1883,3791,3223,897,193,353,264,531,451,126,0,3,1,Si
9386,Ciudad A,Comercial,2,3989,3138,3028,956,2104,3440,558,439,424,134,295,482,1,1,0,No
9387,Ciudad A,Residencial,1,1670,3180,1443,1830,1431,2680,234,445,202,256,200,375,1,1,1,Si
9388,Ciudad B,Residencial,2,3623,2820,2057,3744,2078,3121,507,395,288,524,291,437,1,0,0,No
9389,Ciudad A,Comercial,4,2756,3778,1665,1475,2747,3890,386,529,233,207,385,545,1,0,0,No
9390,Ciudad C,Residencial,1,2082,1662,1371,2695,1842,699,291,233,192,377,258,98,2,3,1,Si
9391,Ciudad B,Comercial,3,2868,3279,3632,2176,3564,3632,402,459,508,305,499,508,1,1,0,No
9392,Ciudad A,Residencial,1,1334,3271,2183,2149,1287,511,187,458,306,301,180,72,1,3,0,Si
9393,Ciudad C,Residencial,4,2662,1348,2474,3937,1606,834,373,189,346,551,225,117,1,1,0,No
9394,Ciudad B,Comercial,3,556,755,2378,3405,3202,2518,78,106,333,477,448,353,1,1,1,No
9395,Ciudad A,Residencial,1,1233,1001,2409,3051,3478,2531,173,140,337,427,487,354,2,2,1,Si
9396,Ciudad C,Residencial,4,3121,1227,903,3391,573,1952,437,172,126,475,80,273,1,0,0,No
9397,Ciudad A,Residencial,3,2278,2961,3713,624,2494,1511,319,415,520,87,349,212,3,1,2,No
9398,Ciudad A,Comercial,3,513,2081,3611,3152,1442,1011,72,291,506,441,202,142,0,1,1,No
9399,Ciudad A,Residencial,2,3585,3504,1201,3256,3598,1040,502,491,168,456,504,146,1,0,0,No
9400,Ciudad A,Residencial,2,3442,3963,1474,744,855,3465,482,555,206,104,120,485,2,2,0,Si
9401,Ciudad B,Comercial,4,1327,573,990,2620,3416,2701,186,80,139,367,478,378,0,0,0,No
9402,Ciudad A,Residencial,3,1882,2436,2451,1649,633,1652,263,341,343,231,89,231,2,2,2,No
9403,Ciudad C,Comercial,4,3882,1199,2058,2302,2980,3946,543,168,288,322,417,552,1,1,0,No
9404,Ciudad B,Residencial,3,3661,3285,1999,3744,3772,1656,513,460,280,524,528,232,4,2,2,No
9405,Ciudad A,Residencial,1,3083,3616,543,1683,1585,819,432,506,76,236,222,115,3,3,2,Si
9406,Ciudad C,Comercial,2,2811,2307,1247,2870,3422,1421,394,323,175,402,479,199,1,0,1,No
9407,Ciudad B,Residencial,2,1763,1004,2727,910,3972,3771,247,141,382,127,556,528,1,3,0,Si
9408,Ciudad A,Residencial,4,1484,3143,1862,3996,3094,1968,208,440,261,559,433,276,1,1,1,No
9409,Ciudad C,Residencial,2,2341,1967,1558,811,3011,1971,328,275,218,114,422,276,1,0,0,No
9410,Ciudad A,Comercial,2,2394,2502,614,2300,1407,2937,335,350,86,322,197,411,2,3,1,Si
9411,Ciudad A,Residencial,4,3292,1496,1334,2232,3490,1315,461,209,187,312,489,184,0,0,0,No
9412,Ciudad A,Residencial,2,1265,1900,3210,3431,736,1616,177,266,449,480,103,226,3,3,0,Si
9413,Ciudad A,Comercial,2,2483,2927,2130,1402,3058,887,348,410,298,196,428,124,1,0,1,No
9414,Ciudad B,Residencial,1,1464,3715,3430,2524,1900,2846,205,520,480,353,266,398,1,2,2,Si
9415,Ciudad A,Comercial,1,3358,2276,3307,928,1157,1157,470,319,463,130,162,162,0,3,0,Si
9416,Ciudad C,Residencial,2,3385,2790,3827,2458,1771,501,474,391,536,344,248,70,1,0,0,No
9417,Ciudad B,Residencial,1,1547,3040,2152,1105,1218,1501,217,426,301,155,171,210,3,3,0,Si
9418,Ciudad A,Comercial,2,559,3042,2384,3174,1227,3679,78,426,334,444,172,515,0,1,0,No
9419,Ciudad C,Residencial,4,2630,562,2628,1024,3392,906,368,79,368,143,475,127,0,0,1,No
9420,Ciudad B,Residencial,1,2424,1979,2766,2729,3598,1993,339,277,387,382,504,279,2,0,3,Si
9421,Ciudad A,Residencial,3,1230,1136,2927,2112,674,2464,172,159,410,296,94,345,1,0,0,No
9422,Ciudad C,Comercial,1,2541,2479,626,2311,3608,3292,356,347,88,324,505,461,4,2,3,Si
9423,Ciudad A,Residencial,2,3334,1891,2165,2848,3113,777,467,265,303,399,436,109,0,0,1,No
9424,Ciudad A,Residencial,3,1554,603,1182,3749,643,1850,218,84,165,525,90,259,2,2,2,No
9425,Ciudad A,Comercial,3,3990,651,1925,2933,513,3932,559,91,270,411,72,550,0,2,3,No
9426,Ciudad A,Residencial,2,2170,558,3228,3274,1647,2163,304,78,452,458,231,303,0,1,1,No
9427,Ciudad B,Comercial,3,3075,1096,3825,746,2765,2989,431,153,536,104,387,418,2,3,3,No
9428,Ciudad A,Residencial,2,2547,2946,3433,2820,2978,1357,357,412,481,395,417,190,1,0,0,No
9429,Ciudad C,Residencial,4,2209,1589,2189,3121,622,3349,309,222,306,437,87,469,0,1,1,No
9430,Ciudad B,Comercial,3,2768,682,2205,752,3545,3973,388,95,309,105,496,556,3,3,1,No
9431,Ciudad A,Residencial,3,3660,1167,2955,3554,3523,706,512,163,414,498,493,99,1,0,1,No
9432,Ciudad C,Residencial,1,769,3299,1008,3619,2748,3426,108,462,141,507,385,480,4,2,3,Si
9433,Ciudad B,Residencial,2,735,1984,2859,1303,1833,3092,103,278,400,182,257,433,1,1,0,No
9434,Ciudad A,Comercial,3,814,2726,3734,1560,1361,504,114,382,523,218,191,71,4,3,3,No
9435,Ciudad C,Residencial,3,3043,2202,2687,591,2171,857,426,308,376,83,304,120,2,3,1,No
9436,Ciudad A,Residencial,3,938,2097,3244,2167,3949,2425,131,294,454,303,553,340,0,1,0,No
9437,Ciudad A,Comercial,3,1573,1884,793,1732,745,2954,220,264,111,242,104,414,2,0,3,No
9438,Ciudad A,Residencial,3,3539,1823,1325,3139,2367,844,495,255,186,439,331,118,1,1,0,No
9439,Ciudad A,Comercial,4,3063,1036,2246,2688,1588,1216,429,145,314,376,222,170,0,1,0,No
9440,Ciudad B,Residencial,1,2780,1463,782,3592,2165,2051,389,205,109,503,303,287,2,1,3,Si
9441,Ciudad A,Residencial,3,3222,2333,3340,2209,1576,2830,451,327,468,309,221,396,1,0,1,No
9442,Ciudad C,Comercial,3,2033,2948,3107,720,2384,3413,285,413,435,101,334,478,1,0,0,No
9443,Ciudad B,Residencial,4,1723,3128,3615,1780,1651,2571,241,438,506,249,231,360,1,0,1,No
9444,Ciudad A,Residencial,1,3141,2185,2095,1944,890,522,440,306,293,272,125,73,4,2,3,Si
9445,Ciudad C,Residencial,3,2895,3342,3584,3876,2435,833,405,468,502,543,341,117,1,2,2,No
9446,Ciudad B,Comercial,3,1700,921,2022,1768,842,3462,238,129,283,248,118,485,0,0,0,No
9447,Ciudad A,Residencial,2,2840,2128,3211,3350,805,1577,398,298,450,469,113,221,1,2,3,Si
9448,Ciudad C,Residencial,3,1581,2780,3947,2346,3762,564,221,389,553,328,527,79,1,1,0,No
9449,Ciudad A,Comercial,3,2609,3674,2302,3405,2758,2575,365,514,322,477,386,361,1,1,0,No
9450,Ciudad A,Residencial,2,3639,1076,755,1926,2970,569,509,151,106,270,416,80,0,1,1,Si
9451,Ciudad A,Comercial,4,3301,3667,1971,2894,1851,1318,462,513,276,405,259,185,1,1,0,No
9452,Ciudad A,Residencial,3,840,3593,1115,2063,2921,3093,118,503,156,289,409,433,2,1,2,No
9453,Ciudad B,Residencial,3,1661,763,781,2620,1347,2526,233,107,109,367,189,354,1,1,0,No
9454,Ciudad A,Comercial,3,876,2848,841,601,3479,1293,123,399,118,84,487,181,4,2,1,No
9455,Ciudad C,Residencial,1,2393,2264,879,1207,1659,3638,335,317,123,169,232,509,1,1,3,Si
9456,Ciudad B,Residencial,2,1612,3193,523,3928,3339,1995,226,447,73,550,467,279,1,1,0,No
9457,Ciudad A,Residencial,1,1963,1793,2768,1464,3733,3745,275,251,388,205,523,524,1,1,3,Si
9458,Ciudad C,Comercial,3,801,3177,592,2940,1691,2828,112,445,83,412,237,396,1,0,0,No
9459,Ciudad B,Residencial,4,1228,1556,3749,2988,3285,1924,172,218,525,418,460,269,0,1,1,No
9460,Ciudad A,Residencial,3,2576,2547,1075,511,1499,668,361,357,151,72,210,94,1,3,3,No
9461,Ciudad C,Comercial,4,1337,2090,3697,1832,1103,2927,187,293,518,256,154,410,0,0,0,No
9462,Ciudad A,Residencial,2,1501,768,3926,1607,2506,3168,210,108,550,225,351,444,0,2,3,Si
9463,Ciudad A,Comercial,4,3003,506,1579,2880,2749,3078,420,71,221,403,385,431,0,1,1,No
9464,Ciudad A,Residencial,3,3946,3765,2132,904,3568,1659,552,527,298,127,500,232,2,3,3,No
9465,Ciudad A,Residencial,3,3177,735,3582,3415,2144,2214,445,103,501,478,300,310,4,2,2,No
9466,Ciudad B,Comercial,3,2572,1311,2762,592,1796,1384,360,184,387,83,251,194,0,1,0,No
9467,Ciudad A,Residencial,2,2230,643,2028,2951,957,1069,312,90,284,413,134,150,1,2,0,Si
9468,Ciudad C,Residencial,2,2224,1227,3102,3309,621,2568,311,172,434,463,87,360,0,0,1,No
9469,Ciudad B,Residencial,2,2444,3346,3626,1898,3609,2328,342,468,508,266,505,326,0,1,1,No
9470,Ciudad A,Comercial,2,2834,3294,3808,2617,2278,1918,397,461,533,366,319,269,0,3,0,Si
9471,Ciudad C,Residencial,4,1569,1658,2835,3147,3713,3351,220,232,397,441,520,469,0,1,1,No
9472,Ciudad B,Residencial,2,3984,2474,3973,1111,3712,3789,558,346,556,156,520,530,1,2,0,Si
9473,Ciudad A,Comercial,2,1937,3893,1501,2193,1799,510,271,545,210,307,252,71,1,1,1,No
9474,Ciudad C,Residencial,2,1008,913,3115,1205,674,1565,141,128,436,169,94,219,1,2,2,Si
9475,Ciudad A,Comercial,2,1346,2487,691,1233,3166,3076,188,348,97,173,443,431,0,2,3,Si
9476,Ciudad A,Residencial,4,3228,1252,3495,643,2769,2531,452,175,489,90,388,354,0,1,1,No
9477,Ciudad A,Residencial,2,2558,2486,2394,1498,3918,3853,358,348,335,210,549,539,4,1,2,Si
9478,Ciudad A,Comercial,3,1905,2988,2236,1658,1364,2788,267,418,313,232,191,390,1,1,0,No
9479,Ciudad B,Residencial,4,533,1023,1242,575,3281,1731,75,143,174,81,459,242,0,0,1,No
9480,Ciudad A,Residencial,3,1099,1444,1820,1551,3194,2988,154,202,255,217,447,418,2,0,3,No
9481,Ciudad C,Residencial,3,1271,808,551,1316,1664,1931,178,113,77,184,233,270,0,1,1,No
9482,Ciudad B,Comercial,1,1292,2378,2045,1417,3386,1785,181,333,286,198,474,250,0,1,1,Si
9483,Ciudad A,Residencial,3,3191,3944,3818,2451,3681,3143,447,552,535,343,515,440,0,1,0,No
9484,Ciudad C,Residencial,2,3918,2591,2123,3531,3478,2304,549,363,297,494,487,323,2,2,1,Si
9485,Ciudad B,Comercial,2,1875,1076,3325,3167,1078,3521,263,151,466,443,151,493,0,1,0,Si
9486,Ciudad A,Residencial,3,3492,2247,2992,3529,2384,2640,489,315,419,494,334,370,0,0,1,No
9487,Ciudad C,Comercial,3,2685,935,1100,2648,1136,678,376,131,154,371,159,95,4,3,3,No
9488,Ciudad A,Residencial,2,3859,2975,558,1447,3433,1547,540,417,78,203,481,217,1,0,1,No
9489,Ciudad A,Residencial,2,3378,1015,2671,2054,2480,1641,473,142,374,288,347,230,1,1,0,No
9490,Ciudad A,Comercial,2,727,1462,647,3319,1499,1245,102,205,91,465,210,174,0,2,1,Si
9491,Ciudad A,Residencial,4,704,1723,2738,1175,2218,3986,99,241,383,165,311,558,0,1,1,No
9492,Ciudad B,Residencial,3,2068,532,2724,2011,3008,1359,290,74,381,282,421,190,1,3,1,No
9493,Ciudad A,Residencial,4,2131,3889,841,1221,1965,3242,298,544,118,171,275,454,1,0,0,No
9494,Ciudad C,Comercial,3,2747,1864,2561,1503,3805,2533,385,261,359,210,533,355,0,3,0,No
9495,Ciudad B,Residencial,2,3730,3732,850,3200,2138,1339,522,522,119,448,299,187,4,0,1,Si
9496,Ciudad A,Residencial,3,1748,1300,1266,1441,1870,1946,245,182,177,202,262,272,1,0,1,No
9497,Ciudad C,Comercial,1,2402,3043,3673,845,2925,3102,336,426,514,118,410,434,3,1,3,Si
9498,Ciudad B,Residencial,3,3284,2038,505,2394,858,2785,460,285,71,335,120,390,0,1,1,No
9499,Ciudad A,Comercial,4,3434,1223,697,3810,552,1396,481,171,98,533,77,195,0,0,1,No
9500,Ciudad C,Residencial,3,1553,1874,3606,2264,1987,2164,217,262,505,317,278,303,3,2,0,No
9501,Ciudad A,Residencial,3,2215,2782,3752,3061,2942,1859,310,389,525,429,412,260,0,1,1,No
9502,Ciudad A,Comercial,3,818,3774,3830,3926,3166,2332,115,528,536,550,443,326,2,2,1,No
9503,Ciudad A,Residencial,3,2491,2154,1476,3308,3906,1593,349,302,207,463,547,223,0,0,1,No
9504,Ciudad A,Residencial,3,833,628,3753,1756,3190,507,117,88,525,246,447,71,0,0,3,No
9505,Ciudad B,Residencial,3,999,1502,3665,3078,2166,1390,140,210,513,431,303,195,2,3,2,No
9506,Ciudad A,Comercial,3,2410,3760,3589,2347,2627,1407,337,526,502,329,368,197,1,0,0,No
9507,Ciudad C,Residencial,3,2933,2187,987,3629,3800,1499,411,306,138,508,532,210,0,3,2,No
9508,Ciudad B,Residencial,4,2058,2617,1704,2132,1568,2554,288,366,239,298,220,358,1,0,1,No
9509,Ciudad A,Comercial,3,3176,657,1073,3203,2475,2226,445,92,150,448,347,312,0,1,1,No
9510,Ciudad C,Residencial,1,1934,2637,2154,2419,861,3888,271,369,302,339,121,544,2,0,3,Si
9511,Ciudad B,Comercial,2,3733,1251,834,2488,2960,3018,523,175,117,348,414,423,1,0,0,No
9512,Ciudad A,Residencial,3,3611,1284,2217,2281,1671,3918,506,180,310,319,234,549,0,1,1,No
9513,Ciudad C,Residencial,2,1117,2444,2640,2224,2877,501,156,342,370,311,403,70,0,1,0,No
9514,Ciudad A,Comercial,3,2037,1156,3993,1102,2965,2518,285,162,559,154,415,353,2,1,3,No
9515,Ciudad A,Residencial,1,3565,3182,1214,2093,1911,2671,499,445,170,293,268,374,4,1,0,Si
9516,Ciudad A,Residencial,2,760,2958,2124,1861,1030,828,106,414,297,261,144,116,0,1,1,No
9517,Ciudad A,Residencial,1,3405,1531,942,1324,3185,2036,477,214,132,185,446,285,2,3,3,Si
9518,Ciudad B,Comercial,2,1772,1958,1085,1666,886,3250,248,274,152,233,124,455,1,0,1,No
9519,Ciudad A,Residencial,4,1604,1359,3610,1776,946,1459,225,190,505,249,132,204,0,0,0,No
9520,Ciudad C,Residencial,1,1597,1371,795,3710,2576,3305,224,192,111,519,361,463,0,2,3,Si
9521,Ciudad B,Comercial,3,1492,1857,3379,3422,1119,1417,209,260,473,479,157,198,0,0,1,No
9522,Ciudad A,Residencial,3,851,2144,2632,1424,523,572,119,300,368,199,73,80,1,3,3,No
9523,Ciudad C,Comercial,4,912,1100,544,719,3241,3100,128,154,76,101,454,434,1,0,0,No
9524,Ciudad B,Residencial,1,3366,3462,2654,1598,2220,2579,471,485,372,224,311,361,4,3,1,Si
9525,Ciudad A,Residencial,3,3149,1507,2988,3272,2722,710,441,211,418,458,381,99,4,1,0,No
9526,Ciudad C,Comercial,2,3916,883,2801,674,1044,3615,548,124,392,94,146,506,1,1,0,No
9527,Ciudad A,Residencial,3,3527,2304,905,1584,3043,1131,494,323,127,222,426,158,2,3,1,No
9528,Ciudad A,Residencial,2,2345,2667,906,3983,1778,849,328,373,127,558,249,119,0,0,1,No
9529,Ciudad A,Residencial,4,2197,1166,887,2155,2392,2711,308,163,124,302,335,380,1,0,0,No
9530,Ciudad A,Comercial,1,1195,2114,1610,818,2063,822,167,296,225,115,289,115,0,2,1,Si
9531,Ciudad B,Residencial,3,1786,1134,1575,516,2011,1281,250,159,221,72,282,179,0,1,1,No
9532,Ciudad A,Residencial,2,2875,2738,2207,827,2757,3124,403,383,309,116,386,437,2,3,1,Si
9533,Ciudad C,Comercial,4,2256,3397,3782,1309,3669,1586,316,476,529,183,514,222,1,0,1,No
9534,Ciudad B,Residencial,1,3299,1703,2404,2902,2627,2898,462,238,337,406,368,406,3,1,2,Si
9535,Ciudad A,Comercial,3,2599,2300,3385,3848,3652,677,364,322,474,539,511,95,0,0,1,No
9536,Ciudad C,Residencial,3,3012,554,2583,884,3696,3792,422,78,362,124,517,531,1,1,0,No
9537,Ciudad B,Residencial,3,854,1673,1639,1457,817,2649,120,234,229,204,114,371,4,3,3,No
9538,Ciudad A,Comercial,2,2476,2154,590,1995,592,2148,347,302,83,279,83,301,0,1,1,No
9539,Ciudad C,Residencial,2,634,2949,1497,645,3032,700,89,413,210,90,424,98,1,1,0,No
9540,Ciudad A,Residencial,3,3357,513,2692,2716,1018,2198,470,72,377,380,143,308,2,2,1,No
9541,Ciudad A,Residencial,2,1847,2611,1414,3573,1342,575,259,366,198,500,188,81,0,0,1,No
9542,Ciudad A,Comercial,1,2218,1645,763,2526,3002,3301,311,230,107,354,420,462,4,1,1,Si
9543,Ciudad A,Residencial,2,877,2688,2612,2241,3884,3660,123,376,366,314,544,512,1,1,0,No
9544,Ciudad B,Residencial,3,1368,1093,3557,3044,752,3463,192,153,498,426,105,485,0,3,3,No
9545,Ciudad A,Comercial,2,3714,3915,3689,3046,3479,1216,520,548,516,426,487,170,0,3,3,Si
9546,Ciudad C,Residencial,3,3735,2097,1399,2935,554,612,523,294,196,411,78,86,1,0,1,No
9547,Ciudad B,Comercial,2,2733,3204,2186,2257,1727,1613,383,449,306,316,242,226,4,3,1,Si
9548,Ciudad A,Residencial,3,2375,1953,2613,1641,1758,983,333,273,366,230,246,138,1,1,0,No
9549,Ciudad C,Residencial,4,2587,1725,3747,2085,606,2041,362,242,525,292,85,286,0,0,1,No
9550,Ciudad B,Comercial,1,2229,2740,3857,2434,1148,1458,312,384,540,341,161,204,3,3,1,Si
9551,Ciudad A,Residencial,4,946,1448,2724,1643,988,1957,132,203,381,230,138,274,0,1,0,No
9552,Ciudad C,Residencial,1,2163,3073,2639,2997,910,2996,303,430,369,420,127,419,4,0,1,Si
9553,Ciudad A,Residencial,2,3499,3025,1772,2924,2381,1847,490,424,248,409,333,259,0,1,1,No
9554,Ciudad A,Comercial,3,1645,796,906,2491,3544,3976,230,111,127,349,496,557,1,1,3,No
9555,Ciudad A,Residencial,3,3682,3251,607,3320,721,1617,515,455,85,465,101,226,3,2,3,No
9556,Ciudad A,Residencial,4,3369,3640,3098,2082,1171,1128,472,510,434,291,164,158,1,0,0,No
9557,Ciudad B,Comercial,1,2559,1665,1202,1634,2083,1806,358,233,168,229,292,253,0,0,3,Si
9558,Ciudad A,Residencial,3,3875,1944,3311,1606,2999,1370,543,272,464,225,420,192,0,1,1,No
9559,Ciudad C,Comercial,3,3847,1910,1480,3222,2750,3873,539,267,207,451,385,542,1,1,0,No
9560,Ciudad B,Residencial,3,3800,3729,2142,1267,2924,802,532,522,300,177,409,112,4,0,1,No
9561,Ciudad A,Residencial,3,1210,2167,2810,1712,3732,1841,169,303,393,240,522,258,0,1,1,No
9562,Ciudad C,Comercial,2,3862,3519,3070,2342,655,597,541,493,430,328,92,84,1,2,3,Si
9563,Ciudad B,Residencial,2,3443,1530,1356,3487,2664,2951,482,214,190,488,373,413,0,0,0,No
9564,Ciudad A,Residencial,1,2128,1734,3050,1367,3714,1515,298,243,427,191,520,212,0,3,2,Si
9565,Ciudad C,Residencial,1,1830,843,659,1263,3903,927,256,118,92,177,546,130,2,0,2,Si
9566,Ciudad A,Comercial,2,2998,1806,793,1696,964,1183,420,253,111,237,135,166,1,0,1,No
9567,Ciudad A,Residencial,1,863,901,2142,1974,1436,2457,121,126,300,276,201,344,2,0,0,Si
