Ubicacion,Tipo_Propiedad,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos
2,0,4120,2583,4767,840,952,1250,577,362,667,118,133,175,4,0,3
0,0,4968,1016,823,4715,922,4549,696,142,115,660,129,637,1,0,4
1,1,983,3487,2518,2234,5260,2010,138,488,353,313,736,281,2,2,4
0,1,3659,3143,1635,1398,2898,2805,512,440,229,196,406,393,4,0,2
3,0,5261,5370,3106,4949,2945,1891,737,752,435,693,412,265,2,1,0
3,1,730,2189,1640,5210,2921,2775,102,306,230,729,409,389,1,4,1
1,1,657,1398,2812,519,2380,2379,92,196,394,73,333,333,2,3,2
0,1,3044,587,2761,2325,3677,3777,426,82,387,326,515,529,3,4,2
2,0,3831,5235,5298,2111,3740,3414,536,733,742,296,524,478,4,1,2
3,0,4602,3783,544,505,5373,1951,644,530,76,71,752,273,2,2,3
2,1,691,4513,610,2187,2044,2656,97,632,85,306,286,372,1,4,1
0,1,4464,2185,3723,5264,3567,1603,625,306,521,737,499,224,1,2,1
2,0,3718,3545,4670,2919,4774,3355,521,496,654,409,668,470,3,1,0
3,0,3511,1546,5284,3671,2805,1682,492,216,740,514,393,235,4,1,3
0,0,3533,1984,971,1798,1993,2816,495,278,136,252,279,394,1,2,4
0,1,5186,1844,3107,1458,1719,2217,726,258,435,204,241,310,2,2,0
0,1,4444,2593,526,2839,1097,3096,622,363,74,397,154,433,3,1,4
0,1,2171,2595,3052,4152,2578,677,304,363,427,581,361,95,2,4,0
3,1,1622,1076,1760,2038,2286,3102,227,151,246,285,320,434,4,1,1
2,0,1108,1437,4440,2377,2809,5416,155,201,622,333,393,758,1,4,1
0,1,5475,3342,1724,4052,2476,4188,767,468,241,567,347,586,1,2,2
3,1,2437,5305,4223,3390,4352,4364,341,743,591,475,609,611,3,2,4
0,0,3216,3574,550,3224,2114,1670,450,500,77,451,296,234,0,1,2
0,1,690,5397,1676,4729,3487,3611,97,756,235,662,488,506,4,4,1
3,0,1380,3371,4633,4494,2250,973,193,472,649,629,315,136,1,4,1
0,1,1122,5197,5041,3461,2627,2030,157,728,706,485,368,284,1,1,3
1,0,1374,4046,2543,4437,2244,4444,192,566,356,621,314,622,3,4,4
2,1,3532,2569,5076,1187,4483,968,494,360,711,166,628,136,2,1,4
0,1,2293,5336,3354,1797,2594,1864,321,747,470,252,363,261,0,0,3
2,0,5413,3020,990,2055,4352,3116,758,423,139,288,609,436,0,2,0
2,1,4358,4600,859,3901,4997,1204,610,644,120,546,700,169,2,0,0
0,1,2218,4419,3362,3583,2654,1255,311,619,471,502,372,176,4,1,4
2,1,4188,5107,4125,1391,2382,3058,586,715,578,195,333,428,3,4,0
0,0,714,1429,3969,5280,4709,1994,100,200,556,739,659,279,4,1,0
2,1,1418,5261,1679,5443,3029,4898,199,737,235,762,424,686,0,4,1
3,1,1095,3338,950,2300,1807,3772,153,467,133,322,253,528,1,2,2
2,0,3703,1819,1822,3455,4047,1249,518,255,255,484,567,175,0,2,0
3,1,3566,4338,1987,4011,4435,4219,499,607,278,562,621,591,2,3,4
0,1,1548,2570,939,3128,3239,2243,217,360,131,438,453,314,1,0,1
0,1,4938,3108,1707,3104,2096,4444,691,435,239,435,293,622,0,2,3
1,0,1526,4652,2592,5134,1110,3278,214,651,363,719,155,459,0,0,0
3,1,3569,5127,1265,5217,4942,949,500,718,177,730,692,133,1,1,1
0,0,4074,2375,551,3253,3952,4107,570,333,77,455,553,575,1,0,3
1,0,948,1586,3012,3034,5361,1148,133,222,422,425,751,161,2,3,3
1,1,5333,1511,1676,2391,2169,1438,747,212,235,335,304,201,0,1,1
0,1,1673,3702,2581,2220,545,1765,234,518,361,311,76,247,1,2,0
1,0,1302,2175,5181,3605,1199,4014,182,305,725,505,168,562,4,4,1
2,1,4930,2599,952,4908,910,4720,690,364,133,687,127,661,2,4,4
1,0,770,3272,2638,4540,1110,714,108,458,369,636,155,100,2,2,1
0,0,1239,4791,1650,4468,2123,5463,173,671,231,626,297,765,4,3,3
1,0,880,4743,2251,4251,1718,3670,123,664,315,595,241,514,2,3,0
3,0,2640,1793,3616,2941,2787,3823,370,251,506,412,390,535,0,2,2
0,1,1675,3137,4452,2738,3782,3232,235,439,623,383,529,452,2,1,0
0,0,1176,5194,3771,2116,1017,3806,165,727,528,296,142,533,3,4,0
2,0,2393,2296,2110,5102,3821,4090,335,321,295,714,535,573,1,3,3
0,1,1023,4434,2978,1080,3513,1393,143,621,417,151,492,195,1,4,0
2,0,1809,2366,1530,3072,1108,4454,253,331,214,430,155,624,2,3,2
1,0,3992,3900,3460,4881,3670,5230,559,546,484,683,514,732,4,3,2
2,1,4340,2573,3843,2630,3912,3663,608,360,538,368,548,513,3,3,0
1,0,1701,1025,3306,3303,4795,2926,238,144,463,462,671,410,3,0,1
0,1,1454,1799,3936,5339,5039,1437,204,252,551,747,705,201,3,1,3
1,0,5026,910,2376,4245,2639,4556,704,127,333,594,369,638,4,3,1
3,1,5361,2056,4553,3021,3479,4721,751,288,637,423,487,661,1,0,0
1,1,1607,2943,5098,5422,4942,4876,225,412,714,759,692,683,4,3,1
1,0,1859,1021,4750,3409,5436,5327,260,143,665,477,761,746,2,3,3
1,1,4592,1501,5172,2192,853,1568,643,210,724,307,119,220,1,4,0
1,1,2083,3614,2601,1111,1079,1711,292,506,364,156,151,240,0,2,1
1,0,4726,2014,652,1654,4049,3477,662,282,91,232,567,487,3,4,4
0,1,1276,1218,3909,1006,1171,2415,179,171,547,141,164,338,4,4,2
0,1,3452,3960,4505,3754,1754,3829,483,554,631,526,246,536,4,1,0
0,1,4296,1136,991,871,4238,1959,601,159,139,122,593,274,0,2,3
3,0,1378,2286,2447,1740,1046,548,193,320,343,244,146,77,3,2,4
0,1,3709,853,1385,4158,531,2542,519,119,194,582,74,356,4,4,3
1,1,4049,5023,3515,5140,4437,2346,567,703,492,720,621,328,0,2,3
1,1,1843,5280,714,2954,1642,1017,258,739,100,414,230,142,1,4,4
0,1,1858,5398,2113,794,1779,2607,260,756,296,111,249,365,4,2,0
2,1,4626,4606,3916,2195,4268,1337,648,645,548,307,598,187,1,1,3
3,1,3725,5232,2003,804,4022,5492,522,732,280,113,563,769,3,0,3
1,0,1853,2883,2157,1071,5443,3395,259,404,302,150,762,475,3,4,1
1,0,842,1694,5071,2715,3132,3513,118,237,710,380,438,492,3,2,2
2,1,2929,1232,2444,4323,1940,4338,410,172,342,605,272,607,3,1,2
3,1,4076,3310,803,4649,974,1526,571,463,112,651,136,214,4,0,3
2,1,5172,2161,3551,1806,3036,4723,724,303,497,253,425,661,2,4,4
1,1,4853,5044,4221,4476,2717,4770,679,706,591,627,380,668,1,1,4
0,1,2360,1671,3456,2847,4383,884,330,234,484,399,614,124,3,3,2
3,1,823,595,3458,4806,2704,1433,115,83,484,673,379,201,2,2,4
1,1,4555,1739,5448,4820,3199,3728,638,243,763,675,448,522,0,4,4
2,0,545,4612,2808,718,3884,604,76,646,393,101,544,85,0,4,0
2,0,3265,5139,1651,4647,2927,884,457,719,231,651,410,124,2,2,3
1,0,1602,3305,3232,703,843,633,224,463,452,98,118,89,0,1,3
3,0,2679,3404,3546,1072,3060,1101,375,477,496,150,428,154,0,0,3
3,1,5299,1949,4053,2259,5305,5468,742,273,567,316,743,766,0,1,4
3,0,2777,3645,2440,1329,677,4768,389,510,342,186,95,668,4,2,3
2,1,2581,1433,3833,5361,2863,3796,361,201,537,751,401,531,0,4,1
0,1,1522,4652,2305,4594,687,4130,213,651,323,643,96,578,4,0,3
3,1,1730,4813,4399,5219,4280,3796,242,674,616,731,599,531,4,1,1
3,1,1703,2159,1065,5420,3068,4021,238,302,149,759,430,563,1,4,1
0,1,820,4710,935,2204,5101,3337,115,659,131,309,714,467,3,2,2
1,1,2448,2069,2332,4842,3125,2041,343,290,326,678,438,286,3,4,1
2,1,1716,1538,1365,2218,1005,1261,240,215,191,311,141,177,3,2,3
3,1,2536,766,5030,4239,4870,4157,355,107,704,593,682,582,2,4,4
0,1,4870,2887,972,4208,1988,4579,682,404,136,589,278,641,2,2,2
2,0,1778,3240,4628,4789,549,4842,249,454,648,670,77,678,2,0,1
3,1,4402,4696,3621,717,4705,4607,616,657,507,100,659,645,4,4,4
2,0,790,1997,2849,1954,5399,1365,111,280,399,274,756,191,1,0,0
3,0,781,1602,3444,1475,3867,4419,109,224,482,207,541,619,3,0,2
2,0,3655,3314,3596,5103,5084,1659,512,464,503,714,712,232,1,4,3
3,1,4540,4972,1266,3251,910,850,636,696,177,455,127,119,3,4,0
0,1,1194,1516,5201,4408,3597,2887,167,212,728,617,504,404,3,4,2
0,0,3564,3776,1159,2048,5279,4668,499,529,162,287,739,654,2,2,0
2,0,5150,4756,1739,821,5209,4825,721,666,243,115,729,676,1,4,4
0,0,3382,5471,3122,5432,1259,3676,473,766,437,760,176,515,1,4,1
1,1,666,973,3261,4115,796,5278,93,136,457,576,111,739,0,1,0
1,1,1540,4241,1384,3016,3898,2069,216,594,194,422,546,290,2,0,3
2,1,1166,503,966,5084,4088,4372,163,70,135,712,572,612,3,2,2
0,0,3862,5456,5298,2531,5352,1104,541,764,742,354,749,155,1,0,1
3,1,4149,4521,2223,3429,4123,1443,581,633,311,480,577,202,2,1,1
3,1,1650,4227,860,1301,3751,5291,231,592,120,182,525,741,2,3,3
2,1,3812,4210,2724,3339,2619,1874,534,589,381,467,367,262,2,2,0
0,0,1330,5099,3465,4051,597,1679,186,714,485,567,84,235,1,3,3
2,0,3342,3825,4648,4584,3704,1721,468,536,651,642,519,241,0,1,3
1,1,4090,4084,1821,1695,3602,4590,573,572,255,237,504,643,2,2,0
2,0,1979,2546,1192,1812,2342,3229,277,356,167,254,328,452,3,0,1
1,1,926,5052,521,1921,4862,799,130,707,73,269,681,112,4,0,4
1,0,1916,4978,4565,1180,4252,3152,268,697,639,165,595,441,3,0,2
3,0,1766,2058,4956,2756,3822,4294,247,288,694,386,535,601,4,1,3
3,1,4512,1527,4716,4757,2028,678,632,214,660,666,284,95,4,0,2
2,1,2857,2697,5288,4346,2724,3152,400,378,740,608,381,441,3,0,1
2,1,3638,3400,3377,1667,3559,5062,509,476,473,233,498,709,0,1,3
1,0,1954,3734,3781,884,2475,4811,274,523,529,124,347,674,4,1,2
2,1,1203,5248,2084,1935,3978,853,168,735,292,271,557,119,0,3,1
0,1,2783,5212,3790,2847,3300,1919,390,730,531,399,462,269,4,0,3
1,0,993,3155,2322,2346,2721,1866,139,442,325,328,381,261,1,3,3
1,0,5436,4707,1270,5485,3194,4940,761,659,178,768,447,692,2,1,3
2,0,2540,2339,2331,1281,4910,2340,356,327,326,179,687,328,1,3,0
3,0,3241,3446,1698,4686,1626,1750,454,482,238,656,228,245,0,1,0
2,1,757,3704,4383,2824,4043,963,106,519,614,395,566,135,4,2,3
1,1,1922,4623,3291,1722,4773,3819,269,647,461,241,668,535,2,0,0
1,1,3043,3493,5433,2788,4284,4303,426,489,761,390,600,602,1,0,3
0,0,5027,2631,712,2421,2130,2134,704,368,100,339,298,299,4,1,0
2,1,5404,3894,1055,4593,4157,2486,757,545,148,643,582,348,0,3,3
2,0,3572,3193,2530,2811,1382,5410,500,447,354,394,193,757,4,1,4
2,1,4020,4700,2677,1043,1296,4710,563,658,375,146,181,659,3,2,2
0,1,1101,1533,1749,5399,761,4530,154,215,245,756,107,634,2,0,1
2,1,2040,1534,3510,2299,1352,2444,286,215,491,322,189,342,4,1,2
1,1,713,2122,3694,4615,1925,2710,100,297,517,646,270,379,3,3,2
2,0,2702,1816,4756,3842,4153,4612,378,254,666,538,581,646,4,4,0
0,0,1646,1472,748,5395,2277,1242,230,206,105,755,319,174,4,3,3
2,0,5368,2953,5029,1113,1664,1988,752,413,704,156,233,278,2,3,4
0,1,2237,575,1107,4402,1877,3316,313,81,155,616,263,464,1,3,2
2,1,1634,4907,2261,2455,3050,1374,229,687,317,344,427,192,1,2,2
3,0,657,1830,905,2748,2622,865,92,256,127,385,367,121,1,2,4
2,1,1242,2120,1602,1114,5296,1147,174,297,224,156,741,161,1,1,1
0,0,3376,3975,4507,4702,4376,691,473,557,631,658,613,97,3,4,1
0,1,3296,2437,944,3011,4600,1832,461,341,132,422,644,256,1,1,1
2,1,1060,1731,1965,564,4089,5459,148,242,275,79,572,764,2,0,0
2,1,4608,671,1266,2366,1685,5142,645,94,177,331,236,720,3,2,0
2,1,4309,3018,2030,520,1018,5051,603,423,284,73,143,707,0,2,3
1,0,3926,3008,2529,4134,5491,4889,550,421,354,579,769,684,3,4,4
1,0,2355,3389,2953,4398,3663,3947,330,474,413,616,513,553,1,0,4
1,0,5486,2485,1953,3967,3489,798,768,348,273,555,488,112,3,1,2
0,1,4794,5160,3998,599,5442,3890,671,722,560,84,762,545,0,3,2
1,1,5264,2840,3047,2172,2487,1185,737,398,427,304,348,166,2,2,2
2,0,2907,3151,1723,801,3473,1204,407,441,241,112,486,169,1,3,3
0,0,3865,2448,4948,979,2234,4223,541,343,693,137,313,591,0,2,4
1,0,1977,3038,2934,2085,2499,5103,277,425,411,292,350,714,2,3,1
1,0,5195,931,1339,2568,5034,3147,727,130,187,360,705,441,1,4,4
2,1,3224,4858,3538,5052,4460,3094,451,680,495,707,624,433,1,1,3
1,0,888,1746,4173,4462,4778,527,124,244,584,625,669,74,3,4,4
1,1,2512,1682,4801,1607,3097,3802,352,235,672,225,434,532,4,0,1
2,0,1710,1301,1686,5170,2936,5262,239,182,236,724,411,737,2,2,2
1,0,1848,3380,1697,919,675,1247,259,473,238,129,95,175,3,4,1
0,1,3223,5420,3629,2188,4389,1563,451,759,508,306,614,219,1,3,4
2,1,1058,4033,2513,1553,3153,3060,148,565,352,217,441,428,1,0,2
2,1,3825,3066,2142,1655,1460,4845,536,429,300,232,204,678,3,0,0
1,0,3666,939,5081,3867,3745,595,513,131,711,541,524,83,0,1,2
2,0,1161,2439,3676,2226,3176,4866,163,341,515,312,445,681,4,1,0
0,0,4499,5009,2344,3180,1404,1069,630,701,328,445,197,150,2,2,0
1,0,3052,900,3656,2335,968,4506,427,126,512,327,136,631,4,2,2
3,0,1784,2508,4320,1671,2939,4066,250,351,605,234,411,569,0,2,1
0,1,2018,2423,2494,1838,1292,1973,283,339,349,257,181,276,3,3,4
0,1,1442,1939,2214,1022,3907,3886,202,271,310,143,547,544,3,3,2
1,0,633,4679,3295,2123,1633,988,89,655,461,297,229,138,3,3,1
1,0,1458,2466,845,3022,3586,5132,204,345,118,423,502,718,3,1,2
3,1,1365,4381,2863,1664,1522,2307,191,613,401,233,213,323,1,4,4
1,0,3379,531,4380,1831,1692,5325,473,74,613,256,237,746,0,2,4
2,1,2289,4022,3458,1697,4011,2088,320,563,484,238,562,292,2,2,2
1,0,3612,4619,2335,2207,2892,5371,506,647,327,309,405,752,3,0,2
1,1,1109,1813,5442,3928,3677,2006,155,254,762,550,515,281,0,1,0
0,0,1981,5432,5035,4332,851,4669,277,760,705,606,119,654,2,1,0
0,1,2616,643,4871,4836,5224,3025,366,90,682,677,731,424,3,3,0
1,0,5442,1974,4492,1598,2406,2756,762,276,629,224,337,386,2,2,4
3,0,2733,1464,2265,3241,2404,3180,383,205,317,454,337,445,0,2,2
3,1,4346,5344,3607,3291,3274,2745,608,748,505,461,458,384,1,3,3
3,1,2230,2222,2973,1672,1005,2775,312,311,416,234,141,389,3,0,3
3,1,3688,4039,4845,2417,3990,2490,516,565,678,338,559,349,4,4,4
1,1,3747,3247,2702,2511,2867,4166,525,455,378,352,401,583,1,4,3
1,0,578,1496,3416,4026,1679,4144,81,209,478,564,235,580,2,4,1
3,1,1722,2510,2970,1608,3662,1433,241,351,416,225,513,201,2,0,3
0,0,2027,2284,2052,910,539,2594,284,320,287,127,75,363,4,3,2
1,1,4442,1139,1525,2265,531,3104,622,159,214,317,74,435,4,1,3
1,0,2106,2584,4943,1621,4572,2726,295,362,692,227,640,382,0,0,1
3,0,2645,3227,1260,3355,5251,1508,370,452,176,470,735,211,3,4,1
3,1,2805,4221,2516,3742,1458,633,393,591,352,524,204,89,4,1,2
1,0,4443,3979,1990,3192,4989,4025,622,557,279,447,698,564,0,0,0
0,1,3118,782,3689,3099,2807,521,437,109,516,434,393,73,2,3,1
1,0,3886,2689,3756,1687,2481,1328,544,376,526,236,347,186,3,3,2
3,1,3335,4709,2080,2904,5221,3787,467,659,291,407,731,530,0,1,4
0,0,2089,3020,5242,2583,2714,5079,292,423,734,362,380,711,2,1,1
2,0,1624,5492,1034,2327,3770,5067,227,769,145,326,528,709,3,4,1
3,0,4702,995,4526,2776,4960,2439,658,139,634,389,694,341,3,2,3
3,0,960,819,775,5080,1924,4993,134,115,109,711,269,699,1,0,3
3,0,3527,3484,1597,5228,2084,4775,494,488,224,732,292,669,0,4,0
3,1,3814,1898,5312,3869,1167,2015,534,266,744,542,163,282,2,1,2
0,1,4745,4335,4021,5375,3307,1552,664,607,563,753,463,217,0,4,3
2,1,2219,4921,2735,1897,2823,3391,311,689,383,266,395,475,3,4,4
1,0,3155,3927,3428,2004,4627,2184,442,550,480,281,648,306,0,4,2
0,1,1339,4053,640,575,4880,5362,187,567,90,81,683,751,4,1,1
1,0,2546,4275,1462,4706,4994,4790,356,599,205,659,699,671,3,0,1
0,1,2452,1722,611,3827,3686,759,343,241,86,536,516,106,4,1,4
3,0,594,1980,3400,4208,4669,1396,83,277,476,589,654,195,4,3,3
1,0,4588,913,5400,2589,3018,4090,642,128,756,362,423,573,2,4,1
0,1,2769,643,5433,5496,3341,3676,388,90,761,769,468,515,0,1,2
2,1,5287,2641,3436,3721,3009,4085,740,370,481,521,421,572,1,2,2
0,1,2359,5133,5065,4558,1943,3425,330,719,709,638,272,480,4,2,2
3,0,1186,2988,5071,521,1952,3243,166,418,710,73,273,454,2,2,1
3,1,3524,4342,1271,2917,2817,2428,493,608,178,408,394,340,3,3,2
1,1,934,3217,1207,5423,571,4448,131,450,169,759,80,623,0,4,0
2,0,1420,2755,1830,4561,2562,3123,199,386,256,639,359,437,4,1,1
2,1,5498,904,1901,1560,5287,1525,770,127,266,218,740,214,1,1,0
2,1,4270,504,1602,1662,4138,1191,598,71,224,233,579,167,1,1,0
1,1,2724,1853,2974,2713,1196,3119,381,259,416,380,167,437,2,4,1
1,0,2957,2913,5310,4410,2610,2748,414,408,743,617,365,385,3,3,3
2,1,4308,888,1810,2498,2746,3963,603,124,253,350,384,555,1,4,3
2,0,5336,3582,2158,5122,1692,4957,747,501,302,717,237,694,2,1,0
2,1,4020,4152,572,2101,590,5491,563,581,80,294,83,769,2,2,1
1,0,2273,4439,4568,2825,3379,666,318,621,640,396,473,93,2,0,2
2,0,3982,1968,3493,621,1742,3886,557,276,489,87,244,544,1,3,1
0,0,4055,1234,4700,5327,4279,2946,568,173,658,746,599,412,2,3,4
3,1,4256,1364,3024,4281,2477,4088,596,191,423,599,347,572,3,0,2
0,1,4544,2579,691,4391,686,4160,636,361,97,615,96,582,3,1,2
2,1,527,3294,2196,3043,4489,3810,74,461,307,426,628,533,3,0,4
3,0,2444,4632,1326,1409,4462,5354,342,648,186,197,625,750,4,4,0
2,1,2289,1834,672,958,2394,2503,320,257,94,134,335,350,1,1,4
0,0,1056,2774,1329,3409,3142,3711,148,388,186,477,440,520,4,2,1
3,1,3744,4221,1499,3430,4608,3349,524,591,210,480,645,469,2,1,1
2,0,3215,5401,2462,3970,4948,3284,450,756,345,556,693,460,2,0,1
1,0,3154,3331,1963,1372,1320,5260,442,466,275,192,185,736,3,2,2
1,1,4054,4903,730,4253,620,1906,568,686,102,595,87,267,1,0,3
0,1,5309,3104,1950,1307,4098,3659,743,435,273,183,574,512,0,3,1
3,0,1040,2702,1972,5453,3251,3261,146,378,276,763,455,457,0,2,0
3,0,889,4655,4902,3256,1385,1391,124,652,686,456,194,195,3,4,0
3,1,2345,3358,1735,1995,3782,4523,328,470,243,279,529,633,0,1,4
3,0,2449,3408,822,2807,1027,3759,343,477,115,393,144,526,3,4,2
3,1,2473,3356,3857,5168,1375,2809,346,470,540,724,193,393,2,3,4
0,1,1190,515,1906,686,623,2939,167,72,267,96,87,411,4,4,0
3,1,1386,5281,4540,2113,5306,737,194,739,636,296,743,103,0,1,1
2,0,3201,1171,4629,4031,1756,3956,448,164,648,564,246,554,0,4,4
3,1,5375,5024,2778,3643,2596,5219,753,703,389,510,363,731,2,3,3
1,1,4267,1964,641,2269,4515,1983,597,275,90,318,632,278,2,4,2
2,0,4015,2121,3582,928,3008,562,562,297,501,130,421,79,0,1,4
1,0,3899,3540,4195,1930,5017,878,546,496,587,270,702,123,4,0,0
2,1,679,1902,1548,1386,1899,1087,95,266,217,194,266,152,0,3,3
3,1,4667,5331,3962,1940,2497,2627,653,746,555,272,350,368,2,0,4
0,1,5188,725,2460,2949,3025,4838,726,102,344,413,424,677,4,1,4
1,0,4232,2670,3873,2285,3344,3618,592,374,542,320,468,507,3,0,0
0,0,1825,1551,3716,3859,4832,709,256,217,520,540,676,99,0,2,3
0,0,2868,829,4831,3813,2598,4541,402,116,676,534,364,636,1,2,2
0,0,629,3039,830,2521,4304,583,88,425,116,353,603,82,0,2,0
2,0,2945,3476,3898,4639,3992,2051,412,487,546,649,559,287,1,2,3
1,0,1329,4263,4192,1789,3427,3748,186,597,587,250,480,525,0,1,2
0,1,4492,2795,963,3370,5046,1767,629,391,135,472,706,247,2,2,1
2,0,3835,808,987,1507,3378,1667,537,113,138,211,473,233,3,1,3
2,1,1245,1878,5396,5249,1056,2739,174,263,755,735,148,383,1,0,4
3,1,2034,4080,1333,1234,2828,3634,285,571,187,173,396,509,0,2,2
3,1,2477,610,5356,726,4773,1645,347,85,750,102,668,230,4,4,2
0,0,4655,3974,536,5438,3716,5374,652,556,75,761,520,752,4,0,0
2,0,4629,3630,4885,2419,4168,641,648,508,684,339,584,90,4,0,2
1,1,2440,1584,1259,3415,1909,585,342,222,176,478,267,82,1,2,4
0,1,2026,1393,2647,2971,627,4735,284,195,371,416,88,663,3,1,2
1,0,683,4355,2857,1884,2175,2220,96,610,400,264,305,311,3,2,3
2,1,2488,3528,4332,1126,3576,5350,348,494,606,158,501,749,4,0,0
3,0,1335,3809,4193,4781,3096,1033,187,533,587,669,433,145,1,1,3
3,1,2969,3327,5369,4145,3177,905,416,466,752,580,445,127,0,3,4
1,0,3288,4135,3334,1033,2707,4073,460,579,467,145,379,570,4,0,3
2,1,1364,1388,3145,5203,4526,3839,191,194,440,728,634,537,4,2,1
2,1,2526,4904,4286,5469,1616,3606,354,687,600,766,226,505,2,3,2
3,0,1914,3043,4574,1452,4657,2842,268,426,640,203,652,398,0,0,3
2,1,4884,1699,5153,3654,2372,3638,684,238,721,512,332,509,2,3,0
3,1,1125,2066,5402,884,2712,1547,158,289,756,124,380,217,0,2,2
2,0,2714,1180,5407,1948,1568,4486,380,165,757,273,220,628,3,0,2
3,0,1791,3765,4530,2618,5386,4692,251,527,634,367,754,657,4,0,0
0,1,5217,5123,4833,5126,2583,4350,730,717,677,718,362,609,4,1,2
3,0,2091,1617,4248,2943,506,759,293,226,595,412,71,106,4,0,4
3,1,1889,3786,5444,1902,2835,4949,264,530,762,266,397,693,0,4,2
1,1,3256,2105,2203,2613,1213,2381,456,295,308,366,170,333,3,0,4
3,1,4502,1392,2714,5244,4162,4114,630,195,380,734,583,576,3,0,2
1,1,1693,3284,3241,2127,1806,3296,237,460,454,298,253,461,4,0,0
2,0,605,1134,1521,2205,1778,4045,85,159,213,309,249,566,2,3,4
0,1,2211,1272,1266,3562,2899,4528,310,178,177,499,406,634,4,2,3
1,0,823,4711,3622,1280,3752,3946,115,660,507,179,525,552,2,0,3
1,1,2176,1314,2172,5439,4773,2544,305,184,304,761,668,356,4,4,1
3,1,2207,2144,4648,4210,1797,2320,309,300,651,589,252,325,2,2,0
0,0,2799,1636,613,1573,4120,5124,392,229,86,220,577,717,2,4,0
3,1,3279,4597,1466,1773,3777,2553,459,644,205,248,529,357,3,1,2
1,0,1885,3867,4529,2786,2625,3467,264,541,634,390,368,485,1,2,0
1,0,544,1774,3130,5109,1928,588,76,248,438,715,270,82,0,0,2
2,0,5046,1855,2035,1289,1415,5147,706,260,285,180,198,721,1,1,0
0,1,5220,1757,2995,5227,4914,4594,731,246,419,732,688,643,4,3,4
0,1,4790,2190,2136,2869,3446,5232,671,307,299,402,482,732,2,1,2
3,1,2544,1886,2071,5235,1713,1845,356,264,290,733,240,258,1,0,2
2,1,5308,2975,4240,2201,4709,3828,743,417,594,308,659,536,2,0,0
1,0,3128,3469,695,3020,3694,2731,438,486,97,423,517,382,3,0,4
1,1,2174,3335,3101,1529,5167,3319,304,467,434,214,723,465,0,3,1
0,0,2467,5114,4240,4817,3140,4571,345,716,594,674,440,640,3,0,1
2,1,3520,5106,1758,4298,4902,2054,493,715,246,602,686,288,3,4,3
2,1,1208,831,4200,569,2580,2128,169,116,588,80,361,298,2,0,3
3,1,3920,1101,1335,5282,5057,1646,549,154,187,739,708,230,3,1,1
2,0,1013,829,3582,1054,1415,3859,142,116,501,148,198,540,2,2,1
1,0,2860,2212,1928,3497,2991,3384,400,310,270,490,419,474,3,4,0
2,0,4341,2708,4762,5234,1906,1523,608,379,667,733,267,213,0,1,1
3,0,731,1310,3266,1035,3998,5254,102,183,457,145,560,736,2,4,4
2,1,1419,4685,5110,3888,4396,5349,199,656,715,544,615,749,3,0,3
2,1,4594,4559,2243,3540,1504,3911,643,638,314,496,211,548,2,1,4
0,1,5266,5384,3813,5134,1177,1833,737,754,534,719,165,257,2,1,4
1,1,4199,1734,3378,4620,4292,4232,588,243,473,647,601,592,2,0,2
1,0,784,885,3629,5481,1566,4348,110,124,508,767,219,609,1,1,0
2,1,3933,5136,866,860,3130,5158,551,719,121,120,438,722,3,1,0
1,1,4957,3210,3777,4342,1010,2362,694,449,529,608,141,331,3,1,0
1,0,1556,781,3141,5023,4581,1903,218,109,440,703,641,266,4,4,4
3,1,4822,1929,3127,3199,3176,4257,675,270,438,448,445,596,4,2,1
3,1,2497,1619,2758,1091,2085,3165,350,227,386,153,292,443,4,2,1
0,0,3017,2029,1458,2789,1718,3039,422,284,204,390,241,425,4,4,0
3,1,3245,2418,2675,2739,2678,2419,454,339,375,383,375,339,2,2,4
2,1,2363,4444,547,862,3387,2238,331,622,77,121,474,313,4,3,4
0,1,3929,4307,1358,2444,4175,5204,550,603,190,342,585,729,2,1,3
0,0,5122,4136,1023,1788,2683,1035,717,579,143,250,376,145,0,3,1
2,1,4843,1512,2996,4747,5496,1282,678,212,419,665,769,179,1,3,0
1,0,3967,3424,1106,3659,5387,2491,555,479,155,512,754,349,1,2,1
2,0,518,2526,4176,5251,1040,2384,73,354,585,735,146,334,4,2,2
0,0,1922,4817,2693,3847,1249,5209,269,674,377,539,175,729,4,1,1
3,0,1328,1069,835,795,2250,4949,186,150,117,111,315,693,3,4,2
1,1,2131,799,4908,767,5304,3830,298,112,687,107,743,536,4,1,2
2,0,5116,4206,2050,5373,1256,3718,716,589,287,752,176,521,4,0,3
2,0,3281,4883,562,1437,1840,774,459,684,79,201,258,108,2,0,0
3,0,2402,5028,1338,4126,2099,631,336,704,187,578,294,88,4,4,4
1,0,1904,1872,2742,1710,3560,5125,267,262,384,239,498,718,0,4,3
3,1,4064,2304,3835,4224,4627,4618,569,323,537,591,648,647,4,3,3
3,0,3702,4987,1716,1603,1342,5429,518,698,240,224,188,760,2,1,0
3,1,1670,805,3404,5078,3304,3168,234,113,477,711,463,444,4,2,1
2,0,3733,2523,3925,988,1146,3934,523,353,550,138,160,551,1,2,1
